article_id,review_id,eppi_id,citation,authors,title,year,type,journal,country,region,location,mine,latitude,longitude,unique_mine,metals,multiple_metals,metals_all,mine_type,stage_prospecting,stage_exploration,stage_construction,stage_operation,stage_decommissioning_closure,stage_postclosure,stage_remediation,stage_abandonment,stage_expansion,comment,study_design,study_design_comments,comparator,setting,context,population_description,population_system,affected_system,affected_component,affected_factor,impact_pathway,mitigation,mitigation_description,mitigation_focal_impact,outcome_measured,outcome_category,data_type,data_source,notes,link
264,AS,,"Bjerre B, Berglund M, Harsbo K and Hellman B. 1993. Blood lead concentrations of Swedish preschool children in a community with high lead levels from mine waste in soil and dust. Scandinavian Journal of Work, Environment & Health. 19(3): 154-161","Bjerre B, Berglund M, Harsbo K and Hellman B",Blood lead concentrations of Swedish preschool children in a community with high lead levels from mine waste in soil and dust,1993,Article,"Scandinavian Journal of Work, Environment & Health",Sweden,Dalarna,Falun,Falu,60.5986686,15.6126743,Falu,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,N,Y,N,,CI,"Present study was undertaken to determine the blood lead levels of a group of pre- school children visiting a day-care center in Falun, where the lead content of soil and dust fallout is high.",Background values,Social Science,in situ,All children visiting a dya-care center in Falun particupated in a blood lead examination,Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,High lead levels from mine waste in soil and dust,no,N/A,N/A,Blood lead levels,Occupational hazards/risks/exposure,Quantitative,Table 2; Figure 3,,http://scholar.google.co.uk/scholar?q=Blood+lead+concentrations+of+Swedish+preschool+children+in+a+community+with+high+lead+levels+from+mi&btnG=&hl=en&as_sdt=0%2C5
378,AS,,Sandstrom A and Mattsson E. 2001. Bacterial ferrous iron oxidation of acid mine drainage as pre-treatment for subsequent metal recovery. Int J Miner. Process. 62: 309-320.,Sandstrom A and Mattsson E,Bacterial ferrous iron oxidation of acid mine drainage as pre-treatment for subsequent metal recovery,2001,Article,International Journal of Mineral Processing,Sweden,Dalarna,Falun,Falu,60.5986686,15.6126743,Falu,Copper,N/A,Copper,Open pit,N,N,N,N,N,N,Y,N,N,,CI,"The initial stage with bacterial oxidation of ferrous iron was studied to find a long-term solution to the acid mine drainage problem, by producing a pH neutral and metal free effluent",Control,Lab Exp + Field test,ex situ,Drainage water from mine tailings,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid mine drainage,yes,"Oxidise the ferrous iron with bacteria, in order to be able to make a selective ferric iron precipitation at a pH of around 3",Producing a pH neutral and metal free effluent,Fe concentrations,Metal concentration,Quantitative,Table 2; Figure 3-6,,http://scholar.google.co.uk/scholar?q=Bacterial+ferrous+iron+oxidation+of+acid+mine+drainage+as+pre-treatment+for+subsequent+metal+recover&btnG=&hl=en&as_sdt=0%2C5
396,AS,,"Timofeev KL, Lebed AB, and Malyutin AJ. 2017. Deep treatment of copper plant waste water streams with water recycling. Solid State Phenomena. 265: 937-944.","Timofeev KL, Lebed AB, and Malyutin AJ",Deep treatment of copper plant waste water streams with water recycling,2017,Article,Solid State Phenomena,Russia,Middle Urals,Regional,Regional,60.62069876,59.17625424,Regional,NR,N/A,Not stated,Unclear,N,N,N,Y,N,N,N,N,N,"""purification residual waters of metallurgical enterprise of the Middle Ural""",CI,"Presents the results of pilot testing of ultrafiltration, electrodialysis, reverse osmosis and ion exchange technologies for purification residual waters of metallurgical enterprise of the Middle Ural.",Control,Lab Experiment,ex situ,Residual waters from mining-metallurigical industry,Environmental,2-Water,2B-Groundwater ,2B-Quality,"Residual waters contaminated by a substantial amount of ions of heavy metals, sulphates and other impurities",yes,"Ultrafiltration, electrodialysis, reverse osmosis and ion exchange technologies for purification residual waters of metallurgical enterprise of the Middle Ural","Residual waters contaminated by a substantial amount of ions of heavy metals, sulphates and other impurities",Water quality,Water quality,Quantitative,Table 2-4,,http://scholar.google.co.uk/scholar?q=Deep+treatment+of+copper+plant+waste+water+streams+with+water+recycling&btnG=&hl=en&as_sdt=0%2C5
438,AS,,Malmqvist B and Hoffsten P-O. 1999. Influence of drainage from old mine deposits on benthic macroinvertebrate communities in central Swedish streams. Water Resources. 33 (10): 2415-2423.,Malmqvist B and Hoffsten P-O,Influence of drainage from old mine deposits on benthic macroinvertebrate communities in central Swedish streams,1999,Article,Water Resources,Sweden,Dalarna,Regional,Regional,60.94374989,14.45096543,Regional,Copper,N/A,Copper,Unclear,N,N,N,N,N,N,N,Y,N,Most of the sites are historically aÄffected by copper mines (pyrite) or smelting houses,CI,"Analysed the benthic macroinvertebrate species composition, taxonomic richness, total abundance and biomass at 117 stream sites in the province of Dalarna.",Reference site/population,Field + Lab analysis,in situ,Benthic macroinvertebrate,Environmental,4-Biodiversity,4B-Fauna,4B-Species distribution,"Sites exposed to elevated levels of copper, zinc, lead and cadmium resulting from leakage from old mine deposits",no,N/A,N/A,Taxonomic richness,Species biomass/distribution,Quantitative,Figure 2; Table 3,,http://scholar.google.co.uk/scholar?q=Influence+of+drainage+from+old+mine+deposits+on+benthic+macroinvertebrate+communities+in+central+Swe&btnG=&hl=en&as_sdt=0%2C5
140,AS,,"Herbert JR RB, 1997. Partitioning of heavy metals in podzol soils contaminated by mine drainage waters, Dalarna, Sweden. Water, Air, and Soil Pollution 96: 39-59",Herbert JR RB,"Partitioning of heavy metals in podzol soils contaminated by mine drainage waters, Dalarna, Sweden",1997,Article,"Water, Air, and Soil Pollution",Sweden,Dalarna,Kambamyran,Rudolfsgruvan,61.1184661,14.6520517,Rudolfsgruvan,Multiple,Copper; Iron; Nickel,Copper; Iron; Nickel,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,The discharge of acidic mine drainage waters onto a hillslope in Dalarna has lead to the contamination of the podzol soils from contaminated and reference soils have been collected.,Reference site/population,Field + Lab analysis,in situ,Podzol soils,Environmental,1-Soil/Geology,1A-Soil surface,1A-Quality,Acidic mine drainage,no,N/A,N/A,"Soil concentrations of Fe, Cu, Zn, Ni and Pb",Metal concentration,Quantitative,Figure 3-5,,"http://scholar.google.co.uk/scholar?q=Partitioning+of+heavy+metals+in+podzol+soils+contaminated+by+mine+drainage+waters,+Dalarna,+Sweden&btnG=&hl=en&as_sdt=0%2C5"
183,AS,,Herbert JR RB. 1994. Metal transport in groundwater contaminated by acid mine drainage. Nordic Hydrology. 25: 193-212.,Herbert JR RB,Metal transport in groundwater contaminated by acid mine drainage,1994,Article,Nordic Hydrology,Sweden,Dalarna,Kambamyran,Rudolfsgruvan,61.1184661,14.6520517,Rudolfsgruvan,Multiple,Copper; Iron; Nickel,Copper; Iron; Nickel,Surface mine,N,N,N,N,N,N,N,Y,N,,CI,Investigation is to explain the observed spatial variations in groundwater chemistry,Reference site/population,Field + Lab analysis,in situ,Groundwater wells,Environmental,2-Water,2B-Groundwater ,2B-Quality,Acid mine drainage,no,N/A,N/A,Water quality parameters,Water quality,Quantitative,Table 2; Figure 2-3,,http://scholar.google.co.uk/scholar?q=Metal+transport+in+groundwater+contaminated+by+acid+mine+drainage&btnG=&hl=en&as_sdt=0%2C5
301,AS,,"Zimmer LA, Asmund G, Johansen P, Mortensen J, and Hansen BW. 2011. Pollution from mining in South Greenland: uptake and release of Pb by blue mussels (Mytilus edulis L.) documented by transplantation experiments. Polar Biol. 34: 431-439.","Zimmer LA, Asmund G, Johansen P, Mortensen J, and Hansen BW",Pollution from mining in South Greenland: uptake and release of Pb by blue mussels (Mytilus edulis L.) documented by transplantation experiments,2011,Article,Polar Biology,Greenland,Arsuk Fjord,Ivittuut,Ivittuut,61.2065239,-48.1760627,Ivittuut,Lead,N/A,Lead,Unclear,N,N,N,N,N,N,N,Y,N,"""heavily polluted old mining site at Ivittuut""",CI,"Blue mussels were reciprocally transplanted between the heavily polluted old mining site at Ivittuut, Arsuk Fjord, South Greenland, and the nearby unpolluted Kugnait Bay to determine long term impact of former mining activities",Reference site/population,Field + Lab analysis,in situ,Transplantation experiments with the blue mussel Mytilus edulis,Environmental,4-Biodiversity,4B-Fauna,4B-Individual species,Gold mine tailings ,no,N/A,N/A,Pb content; Growth,Growth/condition/survival,Quantitative,Table 2; Figure 2-3,,http://scholar.google.co.uk/scholar?q=Pollution+from+mining+in+South+Greenland:+uptake+and+release+of+Pb+by+blue+mussels+(Mytilus+edulis+L&btnG=&hl=en&as_sdt=0%2C5
515,AS,,"Brooks RR, Trow JM, and Bolviken B. 1979. Biogeochemical anomalies in fennoscandia: A study of copper, lead and nickel levels in Melandrium dioicum and Viscaria alpina. Journal of Geochemical Exploration. 11: 73-87.","Brooks RR, Trow JM, and Bolviken B.","Biogeochemical anomalies in fennoscandia: A study of copper, lead and nickel levels in Melandrium dioicum and Viscaria alpina",1979,Article,Journal of Geochemical Exploration,Norway,Fennoscandia,Regional,Regional,61.94334958,8.694582146,Regional,Multiple,Unclear,Unclear,Unclear,NR,NR,NR,NR,NR,NR,NR,NR,NR,Samples from across Fennoscandia,Correlative,Herbarium specimens from throughout Fennoscandia were analysed for metal content,Background values,Field + Lab analysis,in situ,Herbarium specimens of Melandrium dioicum and Viscaria alpina,Environmental,4-Biodiversity,4A-Flora,4A-Species groups,Mining districts of Norway and Sweden,no,N/A,N/A,Heavy metal levels,Metal concentration,Quantitative,Figure 1; Table III,,"http://scholar.google.co.uk/scholar?q=Biogeochemical+anomalies+in+fennoscandia:+A+study+of+copper,+lead+and+nickel+levels+in+Melandrium+di&btnG=&hl=en&as_sdt=0%2C5"
242,AS,,Bjorklund I. 2013. Industrial impacts and Indigenous representation: Some fallacies in the Sami quest for autonomy. Etudes/Inuit/Studies. 37 (2): 145-160.,Bjorklund I,Industrial impacts and Indigenous representation: Some fallacies in the Sami quest for autonomy,2013,Article,Etudes/Inuit/Studies,Norway,Fiettar and Abbora__a,Regional,Regional,61.94334958,8.694582146,Regional,Multiple,Unclear,Unclear,Unclear,N,Y,N,N,N,N,N,N,N,,I/A only,Closely examine how Indigenous interests are managed within the Norwegian government system and why the Sámi quest for autonomy has led to an Indigenous parliamentary system that does not fully defend the interests of the reindeer herders. Such a context favours business opportunities for mining companies and other industrial ventures in northern Norway,No control,Social Science,ex situ,Sámi reindeer-herders in the North,Social,5-Human environment,5B-Economic,5B-Traditional livelihoods,Reindeer-herding Sámi have huge mineral potential and new mining projects are in development; Sámi Parliament has been unable to halt these encroachment,no,N/A,N/A,Sámi Parliament have decision-making powers,Community,Qualitative,All,Compare to other situations in greenland and Canada,http://scholar.google.co.uk/scholar?q=Industrial+impacts+and+Indigenous+representation:+Some+fallacies+in+the+Sami+quest+for+autonomy&btnG=&hl=en&as_sdt=0%2C5
312,AS,,"Kvale G, Bjelke E and Heuch I. 1986. Occupational exposure and lung cancer risk. Int. J. Cancer. 37: 185-193.","Kvale G, Bjelke E and Heuch I",Occupational exposure and lung cancer risk,1986,Article,International Journal of Cancer,Norway,Regional,Regional,Regional,61.94334958,9.441652497,Regional,NR,N/A,Not stated,Unclear,N,N,N,Y,N,N,N,N,N,Occupations including mining,CI,"Assess the importance of occupational etiology in lung cancers among Norwegian men, utilizing information on occupation held longest in a nationwide prospective study",Reference site/population,Social Science,in situ,Nationwide prospective study among Norwegian men,Social,5-Human environment,5E-Health/wellbeing,5E-Health/Safety,Occupational exposure to respiratory carcinogens,no,N/A,N/A,Lung cancer by occupational exposure,Cancer rates/disease/mortality,Quantitative,Table III-V,,http://scholar.google.co.uk/scholar?q=Occupational+exposure+and+lung+cancer+risk&btnG=&hl=en&as_sdt=0%2C5
400,AS,,"Borisova O, Frolova V, Livson M, and Biryukov V. 2018. Russian Specificity of Mining Companies’ Influence on Regions’ Sustainability. 3rd International Innovative Mining Symposium. 41 (04028): 1-7","Borisova O, Frolova V, Livson M, and Biryukov V",Russian Specificity of Mining Companies’ Influence on Regions’ Sustainability,2018,Conf,N/A,Russia,Regional,Regional,Regional,62.25584182,98.90449348,Regional,NR,N/A,Not stated,Unclear,NS,NS,NS,NS,NS,NS,NS,NS,NS,,Correlative,The article describes the results of the study on determining the influence of mining companies on the level of social development of the regions in which they are functioning.,Background values,Social Science,ex situ,Regions in 2017 and the presence of mining companies in the respective region,Social,5-Human environment,5B-Economic,5B-Local bussines (e.g. local shops),Mining company presences in a region,no,N/A,N/A,Dynamics of the average wage; Revenues by types of taxes; ,Employment/Economy,Quantitative,Figure 2-3,,http://scholar.google.co.uk/scholar?q=Russian+Specificity+of+Mining+Companies’+Influence+on+Regions’+Sustainability&btnG=&hl=en&as_sdt=0%2C5
564,AS,,"Suopajarvi L, Poelzer GA, Ejdemo T, Klyuchnikova E, Korchak E, and Nygaard V. 2016. Social sustainability in northern mining communities: A study of the European North and Northwest Russia. Resources Policy. 47: 61-68.","Suopajarvi L, Poelzer GA, Ejdemo T, Klyuchnikova E, Korchak E, and Nygaard V",Social sustainability in northern mining communities: A study of the European North and Northwest Russia,2016,Article,Resources Policy,Russia,Regional,Regional,Regional,62.25584182,98.90449348,Regional,Multiple,Iron; Copper; Gold,Iron; Copper; Gold,Unclear,N,N,Y,Y,N,N,N,N,N,"15 mining regions across Russia, Finland, Norway and Sweden. Most of the operating or planned mines are extracting iron ore",Correlative,"Conducted 85 semi-structured, thematic interviews fall 2013 and spring 2014 with both individuals and focus groups, findings and results of the study-local perception and understanding of conditions of social sustainability and offer some conclusions regarding social sustainability with respect to mining communities in the north.",Background values,Social Science,in situ,"Mining municipalities in Russia, Finland, Norway and Sweden",Social,5-Human environment,5B-Economic,5B-Jobs (new employments),"Exploit (or plan to exploit) local natural resources in the form of minerals to generate economic benefit, whilst giving rise to local environmental and social impacts of comparable nature.",no,N/A,N/A,Mining's share of local employment,Employment/Economy,Quantitative,Table 1,,http://scholar.google.co.uk/scholar?q=Social+sustainability+in+northern+mining+communities:+A+study+of+the+European+North+and+Northwest+Ru&btnG=&hl=en&as_sdt=0%2C5
564,AS,,"Suopajarvi L, Poelzer GA, Ejdemo T, Klyuchnikova E, Korchak E, and Nygaard V. 2016. Social sustainability in northern mining communities: A study of the European North and Northwest Russia. Resources Policy. 47: 61-68.","Suopajarvi L, Poelzer GA, Ejdemo T, Klyuchnikova E, Korchak E, and Nygaard V",Social sustainability in northern mining communities: A study of the European North and Northwest Russia,2016,Article,Resources Policy,Russia,Regional,Regional,Regional,62.25584182,98.90449348,Regional,Multiple,Iron; Copper; Gold,Iron; Copper; Gold,Unclear,N,N,Y,Y,N,N,N,N,N,"15 mining regions across Russia, Finland, Norway and Sweden. Most of the operating or planned mines are extracting iron ore",Correlative,"Conducted 85 semi-structured, thematic interviews fall 2013 and spring 2014 with both individuals and focus groups, findings and results of the study-local perception and understanding of conditions of social sustainability and offer some conclusions regarding social sustainability with respect to mining communities in the north.",Background values,Social Science,in situ,"Mining municipalities in Russia, Finland, Norway and Sweden",Social,5-Human environment,5E-Health/wellbeing,5E-Wellbeing,"Exploit (or plan to exploit) local natural resources in the form of minerals to generate economic benefit, whilst giving rise to local environmental and social impacts of comparable nature.",no,N/A,N/A,Respondents closely link social impacts to environmental impacts,Community,Qualitative,Section 4.1,,http://scholar.google.co.uk/scholar?q=Social+sustainability+in+northern+mining+communities:+A+study+of+the+European+North+and+Northwest+Ru&btnG=&hl=en&as_sdt=0%2C5
